"cid";"IUPAC Name";"SMILES"
"518";"3-[5,9,19-tris(2-carboxyethyl)-4,10,15-tris(carboxymethyl)-2-hydroxy-2,15,20-trimethyl-22-oxo-23-oxa-24,25,26,27-tetrazahexacyclo[16.5.1.13,6.18,11.113,16.01,20]heptacosa-3,5,8,10,12,16,18(24)-heptaen-14-yl]propanoic acid";"C1c2[nH]c(C(O)(C)C34C(CC(=O)O3)(C)C(CCC(=O)O)C(=N4)C=C3C(CC(=O)O)(C(CCC(=O)O)C(=Cc4c(CC(O)=O)c(CCC(=O)O)c1[nH]4)N3)C)c(c2CCC(O)=O)CC(=O)O"
"519";"3,4-dihydroxy-5-oxo-6-phosphonooxyhexanoic acid";"OP(O)(=O)OCC(C(C(O)CC(O)=O)O)=O"
"520";"(2-amino-3-hydroxyoctadecyl) dihydrogen phosphate";"OP(O)(OCC(C(CCCCCCCCCCCCCCC)O)N)=O"
"521";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-hydroxybutanethioate";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(NCCSC(=O)CC(C)O)=O)O"
"522";"3-[1-acetyl-8,13,17-tris(2-carboxyethyl)-2,7,12,18-tetrakis(carboxymethyl)-2,7,17-trimethyl-10,15,21,23-tetrahydro-3H-corrin-3-yl]propanoic acid";"C1(CCC(=O)O)(C(=C2N=C1Cc1c(CCC(=O)O)c(c(CC3=C(CCC(=O)O)C(C)(C(C=C4C(C(C)(CC(O)=O)C2(C(=O)C)N4)CCC(=O)O)=N3)CC(=O)O)[nH]1)CC(=O)O)CC(=O)O)C"
"523";"2,5-dioxopentanoic acid";"C(=O)CCC(=O)C(O)=O"
"524";"2-hydroxy-3-oxobutanedioic acid";"C(O)(=O)C(O)C(C(O)=O)=O"
"525";"2-hydroxybutanedioic acid";"OC(=O)C(CC(=O)O)O"
"526";"3-[1-acetyl-8,13,17-tris(2-carboxyethyl)-2,7,12,18-tetrakis(carboxymethyl)-2,7,11,17-tetramethyl-3,10,15,21-tetrahydrocorrin-3-yl]propanoic acid";"C(CC=1C(C)(C2=NC=1CC1(N=C(C(CCC(=O)O)=C1CC(O)=O)CC=1C(CCC(O)=O)(C)C(CC(O)=O)=C(C3(C(=O)C)C(C)(C(CCC(O)=O)C(=C2)N3)CC(=O)O)N=1)C)CC(O)=O)C(O)=O"
"527";"propanal";"O=CCC"
"528";"4-acetyloxy-2-aminobutanoic acid";"C(CC(C(O)=O)N)OC(C)=O"
"529";"2-phosphonooxyacetic acid";"OP(O)(=O)OCC(O)=O"
"531";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-aminobutanethioate";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(=O)NCCSC(CC(C)N)=O)O"
"532";"3-[8,13,17-tris(2-carboxyethyl)-2,7,12,18-tetrakis(carboxymethyl)-1,2,7,11,17-pentamethyl-3,10,21,24-tetrahydrocorrin-3-yl]propanoic acid";"C1(C)(C=2C=C3C(CCC(O)=O)C(C)(C(C4=C(CC(O)=O)C(C)(CCC(=O)O)C(=CC5=NC(CC(=C1CCC(O)=O)N=2)(C(CC(O)=O)=C5CCC(=O)O)C)N4)(N3)C)CC(=O)O)CC(O)=O"
"533";"selane";"[SeH2]"
"534";"3-[8,13,17-tris(2-carboxyethyl)-2,7,12,18-tetrakis(carboxymethyl)-1,2,7,11,17-pentamethyl-3,10,18,19,21,24-hexahydrocorrin-3-yl]propanoic acid";"O=C(O)CCC1=C(C2(CC=3N=C(C=C4C(C(C)(C(N4)(C)C4NC(C(C)(CCC(O)=O)C4CC(=O)O)=CC1=N2)CC(=O)O)CCC(O)=O)C(C)(CC(O)=O)C=3CCC(O)=O)C)CC(O)=O"
"535";"1-aminocyclopropane-1-carboxylic acid";"C1CC1(N)C(=O)O"
"536";"3-[3,13,17-tris(2-carboxyethyl)-2,7,18-tris(carboxymethyl)-1,2,5,7,11,15,17-heptamethyl-12-methylidene-8,10,15,18,19,23-hexahydro-3H-corrin-8-yl]propanoic acid";"C(CC1C2=NC(C1(C)CC(=O)O)=C(C)C=1C(C(C)(C(C)(N=1)C1N=C(C(CCC(=O)O)(C)C1CC(O)=O)C(C=1NC(C)(C(=C)C=1CCC(=O)O)C2)C)CC(O)=O)CCC(=O)O)C(O)=O"
"537";"3-[3,12,17-tris(2-carboxyethyl)-2,13,18-tris(carboxymethyl)-3,5,8,8,13,15,18,19-octamethyl-1,2,5,6,7,10,12,17-octahydrocorrin-7-yl]propanoic acid";"CC1(C)C=2CC=3C(CCC(=O)O)C(C(=C(C)C4=NC(C5N=C(C(CCC(O)=O)(C)C5CC(=O)O)C(C(N=2)C1CCC(=O)O)C)(C(CC(O)=O)(C)C4CCC(O)=O)C)N=3)(CC(O)=O)C"
"538";"3-[13,18-bis(2-amino-2-oxoethyl)-3,12,17-tris(2-carboxyethyl)-2-(carboxymethyl)-3,5,8,8,13,15,18,19-octamethyl-1,2,5,6,7,10,12,17-octahydrocorrin-7-yl]propanoic acid";"CC1(C)C(CCC(=O)O)C2C(C)C=3C(CCC(O)=O)(C(C(C4(C(C(C(=N4)C(=C4N=C(C(C4(CC(N)=O)C)CCC(O)=O)CC1=N2)C)CCC(=O)O)(CC(=O)N)C)C)N=3)CC(O)=O)C"
"540";"cyanic acid";"C(=N)=O"
"541";"4-nitrobenzaldehyde";"c1cc(ccc1[N+](=O)[O-])C=O"
"542";"2-(5-oxo-2H-furan-2-yl)acetic acid";"C(C1C=CC(O1)=O)C(=O)O"
"543";"2-(carboxymethyl)-5-oxofuran-2-carboxylic acid";"C(C1(C(=O)O)C=CC(=O)O1)C(=O)O"
"544";"arsorite";"[O-][As]([O-])[O-]"
"545";"arsorous acid";"O[As](O)O"
"546";"2-phosphonoacetic acid";"OP(O)(=O)CC(O)=O"
"547";"2-(3,4-dihydroxyphenyl)acetic acid";"OC(Cc1cc(c(cc1)O)O)=O"
"548";"5-(hydroxymethylidene)-2-oxohept-3-enedioic acid";"C(C(C=O)CC(=O)O)=CC(C(O)=O)=O"
"550";"5-oxopent-3-ene-1,2,5-tricarboxylic acid";"OC(=O)C(CC(=O)O)C=CC(C(O)=O)=O"
"551";"2-hydroxyhepta-2,4-dienedioic acid";"C(CC(C(O)=O)=O)=CCC(=O)O"
"553";"4-hydroxy-2-oxoheptanedioic acid";"C(CC(O)CC(=O)C(O)=O)C(=O)O"
"554";"1,1-dimethylpyrrolidin-1-ium-2-carboxylate";"C[N+]1(C)CCCC1C(=O)[O-]"
"555";"1,1-dimethylpyrrolidin-1-ium-2-carboxylic acid";"C[N+]1(C)C(CCC1)C(O)=O"
"556";"2-(3-carboxypropanoylamino)-5-oxopentanoic acid";"C(=O)CCC(NC(CCC(=O)O)=O)C(O)=O"
"557";"1-methylpyrrolidine-2-carboxylic acid";"C1CN(C)C(C(=O)O)C1"
"558";"5-(diaminomethylideneamino)-2-oxopentanoic acid";"NC(N)=NCCCC(=O)C(O)=O"
"559";"2-(4-oxobutyl)guanidine";"NC(N)=NCCCC=O"
"560";"3,4,6-trihydroxy-5-oxohexanoic acid";"O=C(CO)C(O)C(O)CC(=O)O"
"561";"(5-methylsulfanyl-2,3-dioxopentyl) dihydrogen phosphate";"OP(O)(OCC(=O)C(=O)CCSC)=O"
"562";"1,2-dihydroxy-5-methylsulfanylpent-1-en-3-one";"C(=O)(CCSC)C(O)=CO"
"563";"3-methylsulfanylpropanoic acid";"S(C)CCC(=O)O"
"564";"6-aminohexanoic acid";"C(CCCN)CC(=O)O"
"567";"phenylmercury";"c1ccccc1[Hg]"
"568";"dibenzofuran";"c12c3ccccc3oc1cccc2"
"569";"3-(2-hydroxyphenyl)benzene-1,2-diol";"c1(O)c(-c2c(c(O)ccc2)O)cccc1"
"571";"4-(8-amino-8-oxo-1-sulfanyloctan-3-yl)sulfanyl-4-oxobutanoic acid";"O=C(CCCCC(SC(=O)CCC(=O)O)CCS)N"
"572";"3-[formyl(hydroxy)amino]propylphosphonic acid";"OP(O)(CCCN(C=O)O)=O"
"573";"1,3,3-trimethyl-2-[3,7,12,16-tetramethyl-18-(2,6,6-trimethylcyclohexen-1-yl)octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohexene";"CC1(C)CCCC(=C1C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C=CC=1C(C)(C)CCCC=1C)C)C)C)C"
"577";"[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]azanium";"OC1C(O)C(C(O)C(O)C1OC1C([NH3+])C(O)C(O)C(CO)O1)O"
"578";"6-[3-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycyclohexane-1,2,3,4,5-pentol";"OC1C(O)C(C(C(O)C1OC1C(N)C(O)C(C(O1)CO)O)O)O"
"579";"N-[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]acetamide";"OC1C(O)C(C(O)C(O)C1O)OC1C(C(O)C(O)C(CO)O1)NC(C)=O"
"580";"2-acetamido-N-[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]-3-sulfanylpropanamide";"OC1C(O)C(C(O)C(O)C1O)OC1C(NC(=O)C(NC(=O)C)CS)C(C(O)C(CO)O1)O"
"581";"2-acetamido-3-sulfanylpropanoic acid";"OC(=O)C(NC(=O)C)CS"
"582";"2-acetamido-3-[[2-acetamido-3-[[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]amino]-3-oxopropyl]disulfanyl]-N-[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]propanamide";"OC1C(O)C(C(O)C(O)C1O)OC1C(C(C(O)C(CO)O1)O)NC(C(CSSCC(C(NC1C(C(O)C(CO)OC1OC1C(O)C(O)C(C(O)C1O)O)O)=O)NC(=O)C)NC(=O)C)=O"
"583";"1-methyl-5-(1-methylpyridin-1-ium-3-yl)pyrrolidin-2-one";"C1CC(N(C)C1=O)c1c[n+](ccc1)C"
"584";"2-hydroxychromene-2-carboxylic acid";"C1=CC(O)(C(O)=O)Oc2c1cccc2"
"585";"4-(2-hydroxyphenyl)-2-oxobut-3-enoic acid";"c1cccc(c1O)C=CC(=O)C(=O)O"
"586";"2-[carbamimidoyl(methyl)amino]acetic acid";"N(C(N)=N)(C)CC(=O)O"
"587";"2-[methyl-(N'-phosphonocarbamimidoyl)amino]acetic acid";"OP(O)(=O)N=C(N)N(CC(=O)O)C"
"588";"2-amino-3-methyl-4H-imidazol-5-one";"N1=C(N(C)CC1=O)N"
"589";"4-(trimethylazaniumyl)but-2-enoate";"C[N+](C)(C)CC=CC([O-])=O"
"590";"3-carboxyprop-2-enyl(trimethyl)azanium";"C[N+](C)(C)CC=CC(O)=O"
"591";"[4-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4-oxobut-2-enyl]-trimethylazanium";"C[N+](C)(C)CC=CC(=O)SCCNC(CCNC(C(C(C)(C)COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)O)=O)=O"
"592";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] but-2-enethioate";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC)O"
"593";"[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate";"OP(O)(OP(OP(=O)(OCC1OC(C(O)C1O)N1C=CC(N)=NC1=O)O)(=O)O)=O"
"594";"2-amino-3-sulfanylpropanoic acid";"NC(CS)C(=O)O"
"595";"2-amino-3-[(2-amino-2-carboxyethyl)disulfanyl]propanoic acid";"C(O)(=O)C(N)CSSCC(C(O)=O)N"
"596";"4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one";"OCC1C(C(C(O1)N1C=CC(=NC1=O)N)O)O"
"597";"6-amino-1H-pyrimidin-2-one";"c1(N)ccnc(O)n1"
"598";"2-sulfanylethanesulfonic acid";"O=S(=O)(O)CCS"
"599";"2-hydroxy-4-oxopentanedioic acid";"OC(=O)C(CC(=O)C(O)=O)O"
"600";"(3,4,5-trihydroxy-6-oxooxan-2-yl)methyl dihydrogen phosphate";"OP(O)(OCC1OC(C(C(O)C1O)O)=O)=O"
"601";"2-(2-aminopropanoylamino)propanoic acid";"OC(=O)C(NC(C(N)C)=O)C"
"602";"2-aminopropanoic acid";"NC(C)C(=O)O"
"603";"(2,3,4,6-tetrahydroxy-5-oxohexyl) dihydrogen phosphate";"OP(O)(=O)OCC(O)C(C(O)C(=O)CO)O"
"604";"2,3,4,5,6-pentahydroxyhexanoic acid";"C(C(O)C(=O)O)(O)C(O)C(CO)O"
"605";"[4-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-hydroxy-4-oxobutyl]-trimethylazanium";"C[N+](C)(C)CC(O)CC(=O)SCCNC(CCNC(C(C(C)(C)COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)O)=O)=O"
"606";"[2,3-dihydroxy-3-(1H-imidazol-5-yl)propyl] dihydrogen phosphate";"OP(O)(=O)OCC(C(O)c1[nH]cnc1)O"
"607";"2,3,4,5-tetrahydroxyhexanedioic acid";"C(C(O)C(C(C(=O)O)O)O)(C(=O)O)O"
"608";"5-(1,2-dihydroxyethyl)-3,4-dihydroxyoxolan-2-one";"OC(CO)C1C(C(C(O1)=O)O)O"
"609";"(5-amino-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate";"OP(O)(=O)OCC1OC(O)C(N)C(O)C1O"
"610";"3,4,5,6-tetrahydroxyoxane-2-carboxylic acid";"C1(O)C(C(C(O)OC1C(=O)O)O)O"
"611";"2-aminopentanedioic acid";"C(CC(C(O)=O)N)C(=O)O"
"612";"2-hydroxypropanoic acid";"OC(C)C(=O)O"
"613";"3-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-methyl-3-oxopropanoic acid";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(=O)NCCSC(C(C(O)=O)C)=O)O"
"614";"pyrrolidine-2-carboxylic acid";"C1(C(=O)O)CCCN1"
"615";"(3,4,5-trihydroxy-2-oxopentyl) dihydrogen phosphate";"OP(O)(=O)OCC(=O)C(C(CO)O)O"
"616";"(2,3,4,5,7-pentahydroxy-6-oxoheptyl) dihydrogen phosphate";"OP(O)(OCC(C(C(C(C(=O)CO)O)O)O)O)=O"
"617";"2-amino-3-hydroxypropanoic acid";"NC(CO)C(=O)O"
"618";"2,3,4,5,6-pentahydroxyhexyl dihydrogen phosphate";"OP(O)(=O)OCC(O)C(C(O)C(O)CO)O"
"619";"1,3,4,5-tetrahydroxypentan-2-one";"C(CO)(O)C(C(=O)CO)O"
"620";"[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate";"OP(O)(OP(=O)(O)OCC1C(O)CC(O1)n1c2c(nc1)c(N)ncn2)=O"
"621";"[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate";"OP(O)(=O)OCC1OC(n2c3c(nc2)c(N)ncn3)CC1O"
"622";"[[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate";"OP(O)(OP(OP(O)(OCC1OC(CC1O)n1cnc2c(ncnc12)N)=O)(=O)O)=O"
"623";"[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate";"OP(O)(OP(=O)(OCC1OC(N2C=CC(N)=NC2=O)CC1O)O)=O"
"624";"[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate";"OP(O)(OCC1C(O)CC(O1)N1C(=O)N=C(N)C=C1)=O"
"625";"[[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate";"OP(O)(OP(OP(O)(=O)OCC1C(O)CC(N2C=CC(=NC2=O)N)O1)(=O)O)=O"
"626";"3,4,5,6-tetrahydroxyhexanoic acid";"C(O)C(O)C(C(O)CC(=O)O)O"
"627";"4,5,6-trihydroxy-3-oxohexanoic acid";"C(=O)(O)CC(=O)C(C(CO)O)O"
"628";"1-[5-[[[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]pyridin-1-ium-3-carboxylic acid";"c1c[n+](cc(C(O)=O)c1)C1OC(C(C1O)O)COP(O)(=O)OP(OCC1C(C(O)C(O1)n1cnc2c(N)ncnc12)O)(O)=O"
"629";"3-[[3-amino-5-[carbamimidoyl(methyl)amino]pentanoyl]amino]-6-(2,4-dioxopyrimidin-1-yl)-3,6-dihydro-2H-pyran-2-carboxylic acid";"N(C1C=CC(N2C=CC(=O)NC2=O)OC1C(=O)O)C(CC(CCN(C(=N)N)C)N)=O"
"630";"1,3,4-trihydroxy-5-oxocyclohexane-1-carboxylic acid";"O=C(O)C1(CC(C(C(=O)C1)O)O)O"
"631";"2-amino-1-hydroxyoctadecan-3-one";"C(CCCCCCC(C(N)CO)=O)CCCCCCCC"
"632";"2,3,4,5-tetrahydropyridine-2,6-dicarboxylic acid";"C=1(C(=O)O)CCCC(C(=O)O)N=1"
"633";"2-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)naphthalene-1,4-dione";"CC(C)=CCCC(=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(=CCC1=CC(=O)c2c(cccc2)C1=O)C)C"
"634";"[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl] dihydrogen phosphate";"OP(O)(=O)OC1OC(C(C1)O)CO"
"635";"(3,5-dihydroxyoxolan-2-yl)methyl dihydrogen phosphate";"OP(O)(=O)OCC1C(O)CC(O)O1"
"636";"5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol";"C1C(n2cnc3c(N)ncnc23)OC(C1O)CO"
"637";"4-amino-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one";"C1=CC(=NC(N1C1CC(O)C(CO)O1)=O)N"
"640";"1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione";"C1C(N2C=CC(=O)NC2=O)OC(C1O)CO"
"641";"(2,3-dihydroxy-4-oxopentyl) dihydrogen phosphate";"OP(O)(OCC(O)C(C(C)=O)O)=O"
"642";"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butyl] hydrogen phosphate";"CC(C)(COP(=O)(O)OP(O)(=O)OCC1C(C(C(n2c3c(c(ncn3)N)nc2)O1)O)O)C(C(NCCC(=O)NCCS)=O)O"
"643";"6-(5-methyl-2-oxoimidazolidin-4-yl)hexanoic acid";"C1(CCCCCC(=O)O)NC(=O)NC1C"
"647";"3-methylbut-2-enyl phosphono hydrogen phosphate";"CC(C)=CCOP(O)(=O)OP(O)(O)=O"
"648";"2,6-dioxo-1,3-diazinane-4-carboxylic acid";"C1(NC(NC(=O)C1)=O)C(=O)O"
"649";"1,3-diazinane-2,4-dione";"O=C1NC(=O)NCC1"
"650";"butane-2,3-dione";"O=C(C)C(=O)C"
"652";"7,8-diaminononanoic acid";"NC(C(N)CCCCCC(=O)O)C"
"654";"diethyl hydrogen phosphate";"O(CC)P(OCC)(O)=O"
"655";"diethoxy-hydroxy-sulfanylidene-lambda5-phosphane";"CCOP(OCC)(=S)O"
"656";"13-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxydocosanoic acid";"C(CCCCCCCC(OC1OC(C(O)C(C1OC1OC(C(O)C(O)C1O)CO)O)CO)CCCCCCCCC)CCCC(O)=O"
"657";"13-[3-[6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxydocosanoic acid";"CC(=O)OCC1OC(OC2C(OC(CCCCCCCCCCCC(O)=O)CCCCCCCCC)OC(C(O)C2O)CO)C(C(O)C1O)O"
"658";"13-[6-(acetyloxymethyl)-3-[6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]oxydocosanoic acid";"O(C1OC(COC(C)=O)C(C(O)C1O)O)C1C(OC(CCCCCCCCC)CCCCCCCCCCCC(O)=O)OC(COC(=O)C)C(O)C1O"
"660";"3,4-dihydrochromen-2-one";"C1Cc2ccccc2OC1=O"
"662";"3,5,7-trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one";"c1cc(ccc1O)C1Oc2cc(cc(O)c2C(=O)C1O)O"
"663";"6,8-bis(sulfanyl)octanamide";"O=C(CCCCC(S)CCS)N"
"667";"3-[7,13,17-tris(2-carboxyethyl)-3,8,12,18-tetrakis(carboxymethyl)-3,8-dimethyl-2,7,9,10,15,21,23,24-octahydroporphyrin-2-yl]propanoic acid";"C(C1C(CC(=O)O)(C)C2Cc3[nH]c(c(c3CC(O)=O)CCC(O)=O)Cc3[nH]c(c(c3CCC(=O)O)CC(O)=O)C=C3NC(=CC1=N2)C(C)(C3CCC(=O)O)CC(=O)O)CC(=O)O"
"668";"(3-hydroxy-2-oxopropyl) dihydrogen phosphate";"OP(O)(=O)OCC(CO)=O"
"669";"(2-hydroxy-3-oxobutyl) dihydrogen phosphate";"OP(O)(OCC(O)C(C)=O)=O"
"670";"1,3-dihydroxypropan-2-one";"C(O)C(CO)=O"
"671";"1,4-dihydroxynaphthalene-2-carboxylic acid";"c1c(c(c2c(c1O)cccc2)O)C(O)=O"
"672";"6,7-dimethyl-8-(2,3,4,5-tetrahydroxypentyl)pteridine-2,4-dione";"N=1C(=NC(=O)C2=NC(C)=C(N(C=12)CC(O)C(C(CO)O)O)C)O"
"673";"2-(dimethylamino)acetic acid";"CN(C)CC(=O)O"
"674";"N-methylmethanamine";"CNC"
"675";"5,6-dimethyl-1H-benzimidazole";"Cc1cc2nc[nH]c2cc1C"
"677";"2,3-dihydroxy-3-methylbutanoic acid";"CC(C)(O)C(C(O)=O)O"
"679";"methylsulfinylmethane";"CS(C)=O"
"680";"3,8-dimethyldec-7-enyl dihydrogen phosphate";"OP(O)(OCCC(CCCC=C(C)CC)C)=O"
"681";"4-(2-aminoethyl)benzene-1,2-diol";"c1(c(ccc(CCN)c1)O)O"
"682";"2-amino-3-(3,4-dioxocyclohexa-1,5-dien-1-yl)propanoic acid";"NC(C(O)=O)CC1=CC(=O)C(C=C1)=O"
"683";"phosphono 2-hydroxy-3-phosphonooxypropanoate";"OP(O)(OCC(O)C(=O)OP(O)(O)=O)=O"
"684";"[hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate";"OCC1C(C(C(C(OP(OP(O)(OCC2OC(CC2O)N2C=C(C)C(=O)NC2=O)=O)(O)=O)O1)O)O)O"
"685";"(3,4-dihydroxy-6-methyl-5-oxooxan-2-yl) [hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] hydrogen phosphate";"O(P(O)(OC1C(O)C(O)C(C(C)O1)=O)=O)P(O)(OCC1OC(CC1O)N1C=C(C)C(=O)NC1=O)=O"
"686";"[hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] (3,4,5-trihydroxy-6-methyloxan-2-yl) hydrogen phosphate";"O(P(O)(OC1C(O)C(O)C(C(C)O1)O)=O)P(O)(OCC1OC(CC1O)N1C=C(C)C(=O)NC1=O)=O"
"687";"[5-(2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate";"OP(O)(OP(=O)(OCC1C(O)CC(N2C=CC(NC2=O)=O)O1)O)=O"
"688";"[5-(2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate";"OP(O)(=O)OCC1C(O)CC(O1)N1C=CC(NC1=O)=O"
"689";"[[5-(2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate";"OP(O)(OP(OP(O)(OCC1OC(N2C=CC(=O)NC2=O)CC1O)=O)(=O)O)=O"
"690";"2-methyl-1,4,5,6-tetrahydropyrimidine-6-carboxylic acid";"C1(C(=O)O)NC(=NCC1)C"
"691";"2-hydroxy-3-phenylprop-2-enoic acid";"c1ccccc1CC(=O)C(=O)O"
"692";"N-[7,11-bis[(2,3-dihydroxybenzoyl)amino]-2,6,10-trioxo-1,5,9-trioxacyclododec-3-yl]-2,3-dihydroxybenzamide";"c1c(O)c(c(C(=O)NC2C(OCC(C(OCC(C(OC2)=O)NC(c2cccc(O)c2O)=O)=O)NC(c2cccc(O)c2O)=O)=O)cc1)O"
"693";"2,2-dimethyl-3-(3,7,12,16,20-pentamethylhenicosa-3,7,11,15,19-pentaenyl)oxirane";"CC(C)=CCCC(=CCCC(=CCCC=C(CCC=C(C)CCC1C(C)(C)O1)C)C)C"
"694";"N-(pyridin-3-ylmethylidene)hydroxylamine";"c1cncc(c1)C=NO"
